strain,rep,treat.env,treat.bio,mixID,dilution,AA.mM,sucrose,timepoint,count,exp,validity,notes
Mr,1,init,mono,,10,,,0,14,comp1,YES,
Mr,2,init,mono,,10,,,0,18,comp1,YES,
Mr,3,init,mono,,10,,,0,18,comp1,YES,
Mr,4,init,mono,,10,,,0,14,comp1,YES,
Mr,5,init,mono,,10,,,0,19,comp1,YES,
Mr,6,init,mono,,10,,,0,15,comp1,YES,
Mk,1,init,mono,,10,,,0,13,comp1,YES,
Mk,2,init,mono,,10,,,0,6,comp1,YES,
Mk,3,init,mono,,10,,,0,2,comp1,YES,
Mk,4,init,mono,,10,,,0,16,comp1,YES,
Mk,5,init,mono,,10,,,0,22,comp1,YES,
Mk,6,init,mono,,10,,,0,20,comp1,YES,
Mg,1,init,mono,,10,,,0,0,comp1,NO,
Mg,2,init,mono,,10,,,0,0,comp1,NO,
Mg,3,init,mono,,10,,,0,4,comp1,YES,
Mg,4,init,mono,,10,,,0,3,comp1,YES,
Mg,5,init,mono,,10,,,0,10,comp1,YES,
Mg,6,init,mono,,10,,,0,9,comp1,YES,
Sb,1,init,mono,,10,,,0,84,comp1,YES,
Sb,2,init,mono,,10,,,0,88,comp1,YES,
Sb,3,init,mono,,10,,,0,108,comp1,YES,
Sb,4,init,mono,,10,,,0,78,comp1,YES,
Sb,5,init,mono,,10,,,0,58,comp1,YES,
Sb,6,init,mono,,10,,,0,93,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,10,48,18,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,10,48,195,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,10,48,42,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,10,48,154,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,10,48,7,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,10,48,207,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,10,48,10,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,10,48,119,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,30,48,34,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,30,48,348,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,30,48,31,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,30,48,310,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,30,48,83,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,30,48,132,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,30,48,41,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,30,48,238,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,50,48,376,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,50,48,4,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,50,48,412,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,50,48,10,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,50,48,248,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,50,48,3,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,50,48,688,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,50,48,7,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,10,48,27,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,10,48,36,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,10,48,47,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,10,48,79,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,10,48,36,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,10,48,49,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,10,48,64,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,10,48,64,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,30,48,60,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,30,48,454,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,30,48,19,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,30,48,582,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,30,48,19,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,30,48,91,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,30,48,18,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,30,48,133,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,50,48,9,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,50,48,97,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,50,48,20,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,50,48,161,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,50,48,260,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,50,48,1,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,50,48,28,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,50,48,17,comp1,YES,
Mr,1,constant,mono,Mr,50,2.105,10,48,55,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,10,48,66,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,10,48,62,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,10,48,0,comp1,NO,no incocula
Mr,1,constant,mono,Mr,50,2.105,30,48,151,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,30,48,179,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,30,48,210,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,30,48,131,comp1,YES,
Mr,1,constant,mono,Mr,50,2.105,50,48,18,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,50,48,10,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,50,48,184,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,50,48,69,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,10,48,85,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,10,48,83,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,10,48,113,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,10,48,103,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,30,48,364,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,30,48,394,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,30,48,232,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,30,48,426,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,50,48,1,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,50,48,3,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,50,48,41,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,50,48,86,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,10,48,86,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,10,48,28,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,10,48,61,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,10,48,25,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,30,48,15,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,30,48,17,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,30,48,3,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,30,48,15,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,50,48,0,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,50,48,1,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,50,48,5,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,50,48,0,comp1,YES,
Sb,1,constant,mono,Sb,50,2.105,10,48,NA,comp1,NO,
Sb,2,constant,mono,Sb,50,2.105,10,48,510,comp1,YES,
Sb,3,constant,mono,Sb,50,2.105,10,48,1996,comp1,YES,
Sb,4,constant,mono,Sb,50,2.105,10,48,872,comp1,YES,
Sb,1,constant,mono,Sb,50,2.105,30,48,488,comp1,YES,
Sb,2,constant,mono,Sb,50,2.105,30,48,292,comp1,YES,
Sb,3,constant,mono,Sb,50,2.105,30,48,362,comp1,YES,
Sb,4,constant,mono,Sb,50,2.105,30,48,212,comp1,YES,
Sb,1,constant,mono,Sb,50,2.105,50,48,4,comp1,YES,
Sb,2,constant,mono,Sb,50,2.105,50,48,8,comp1,YES,
Sb,3,constant,mono,Sb,50,2.105,50,48,12,comp1,YES,
Sb,4,constant,mono,Sb,50,2.105,50,48,64,comp1,YES,
Mr,1,variable,comp,Mr.Mk,50,2.105,10,48,14,comp1,YES,
Mk,1,variable,comp,Mr.Mk,50,2.105,10,48,35,comp1,YES,
Mr,2,variable,comp,Mr.Mk,50,2.105,10,48,14,comp1,YES,
Mk,2,variable,comp,Mr.Mk,50,2.105,10,48,50,comp1,YES,
Mr,3,variable,comp,Mr.Mk,50,2.105,10,48,57,comp1,YES,
Mk,3,variable,comp,Mr.Mk,50,2.105,10,48,16,comp1,YES,
Mr,4,variable,comp,Mr.Mk,50,2.105,10,48,5,comp1,YES,
Mk,4,variable,comp,Mr.Mk,50,2.105,10,48,30,comp1,YES,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
,,variable,,,50,2.105,10,48,,comp1,NO,
Mg,1,variable,comp,Mg.Sb,50,2.105,10,48,63,comp1,YES,
Sb,1,variable,comp,Mg.Sb,50,2.105,10,48,67,comp1,YES,
Mg,2,variable,comp,Mg.Sb,50,2.105,10,48,49,comp1,YES,
Sb,2,variable,comp,Mg.Sb,50,2.105,10,48,71,comp1,YES,
Mg,3,variable,comp,Mg.Sb,50,2.105,10,48,44,comp1,YES,
Sb,3,variable,comp,Mg.Sb,50,2.105,10,48,31,comp1,YES,
Mg,4,variable,comp,Mg.Sb,50,2.105,10,48,37,comp1,YES,
Sb,4,variable,comp,Mg.Sb,50,2.105,10,48,54,comp1,YES,
Mg,1,variable,mono,Mg,50,2.105,10,48,26,comp1,YES,
Mg,2,variable,mono,Mg,50,2.105,10,48,13,comp1,YES,
Mg,3,variable,mono,Mg,50,2.105,10,48,8,comp1,YES,
Mg,4,variable,mono,Mg,50,2.105,10,48,24,comp1,YES,
Sb,1,variable,mono,Sb,50,2.105,10,48,744,comp1,YES,
Sb,2,variable,mono,Sb,50,2.105,10,48,488,comp1,YES,
Sb,3,variable,mono,Sb,50,2.105,10,48,420,comp1,YES,
Sb,4,variable,mono,Sb,50,2.105,10,48,696,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,10,96,7,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,10,96,280,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,10,96,1,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,10,96,131,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,10,96,0,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,10,96,172,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,10,96,3,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,10,96,98,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,30,96,7,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,30,96,672,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,30,96,0,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,30,96,768,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,30,96,10,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,30,96,624,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,30,96,6,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,30,96,716,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,50,96,632,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,50,96,11,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,50,96,632,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,50,96,8,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,50,96,980,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,50,96,16,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,50,96,1060,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,50,96,15,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,10,96,11,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,10,96,7,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,10,96,21,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,10,96,22,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,10,96,18,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,10,96,39,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,10,96,10,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,10,96,14,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,30,96,57,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,30,96,148,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,30,96,50,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,30,96,220,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,30,96,70,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,30,96,20,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,30,96,57,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,30,96,30,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,50,96,0,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,50,96,0,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,50,96,2,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,50,96,1,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,50,96,0,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,50,96,10,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,50,96,1,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,50,96,0,comp1,YES,
Mr,1,constant,mono,Mr,50,2.105,10,96,173,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,10,96,82,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,10,96,126,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,10,96,0,comp1,NO,confirmed no inoculum
Mr,1,constant,mono,Mr,50,2.105,30,96,96,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,30,96,90,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,30,96,75,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,30,96,83,comp1,YES,
Mr,1,constant,mono,Mr,50,2.105,50,96,724,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,50,96,1300,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,50,96,808,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,50,96,888,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,10,96,106,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,10,96,104,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,10,96,114,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,10,96,106,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,30,96,486,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,30,96,548,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,30,96,446,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,30,96,390,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,50,96,0,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,50,96,0,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,50,96,1,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,50,96,8,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,10,96,21,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,10,96,14,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,10,96,9,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,10,96,18,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,30,96,43,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,30,96,40,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,30,96,30,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,30,96,22,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,50,96,0,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,50,96,0,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,50,96,0,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,50,96,0,comp1,YES,
Sb,1,constant,mono,Sb,50,2.105,10,96,,comp1,NO,no plate
Sb,2,constant,mono,Sb,50,2.105,10,96,2408,comp1,YES,
Sb,3,constant,mono,Sb,50,2.105,10,96,1864,comp1,YES,
Sb,4,constant,mono,Sb,50,2.105,10,96,944,comp1,YES,
Sb,1,constant,mono,Sb,50,2.105,30,96,1776,comp1,YES,
Sb,2,constant,mono,Sb,50,2.105,30,96,2480,comp1,YES,
Sb,3,constant,mono,Sb,50,2.105,30,96,1432,comp1,YES,
Sb,4,constant,mono,Sb,50,2.105,30,96,2232,comp1,YES,
Sb,1,constant,mono,Sb,50,2.105,50,96,0,comp1,YES,
Sb,2,constant,mono,Sb,50,2.105,50,96,1,comp1,YES,
Sb,3,constant,mono,Sb,50,2.105,50,96,0,comp1,YES,
Sb,4,constant,mono,Sb,50,2.105,50,96,3,comp1,YES,
Mr,1,variable,comp,Mr.Mk,50,2.105,50,96,176,comp1,YES,
Mk,1,variable,comp,Mr.Mk,50,2.105,50,96,364,comp1,YES,
Mr,2,variable,comp,Mr.Mk,50,2.105,50,96,76,comp1,YES,
Mk,2,variable,comp,Mr.Mk,50,2.105,50,96,548,comp1,YES,
Mr,3,variable,comp,Mr.Mk,50,2.105,50,96,176,comp1,YES,
Mk,3,variable,comp,Mr.Mk,50,2.105,50,96,204,comp1,YES,
Mr,4,variable,comp,Mr.Mk,50,2.105,50,96,60,comp1,YES,
Mk,4,variable,comp,Mr.Mk,50,2.105,50,96,240,comp1,YES,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
,,variable,,,50,2.105,50,96,,comp1,NO,
Mg,1,variable,comp,Mg.Sb,50,2.105,10,96,47,comp1,YES,
Sb,1,variable,comp,Mg.Sb,50,2.105,10,96,29,comp1,YES,
Mg,2,variable,comp,Mg.Sb,50,2.105,10,96,12,comp1,YES,
Sb,2,variable,comp,Mg.Sb,50,2.105,10,96,21,comp1,YES,
Mg,3,variable,comp,Mg.Sb,50,2.105,10,96,15,comp1,YES,
Sb,3,variable,comp,Mg.Sb,50,2.105,10,96,12,comp1,YES,
Mg,4,variable,comp,Mg.Sb,50,2.105,10,96,32,comp1,YES,
Sb,4,variable,comp,Mg.Sb,50,2.105,10,96,14,comp1,YES,
Mg,1,variable,mono,Mg,50,2.105,10,96,11,comp1,YES,
Mg,2,variable,mono,Mg,50,2.105,10,96,19,comp1,YES,
Mg,3,variable,mono,Mg,50,2.105,10,96,10,comp1,YES,
Mg,4,variable,mono,Mg,50,2.105,10,96,36,comp1,YES,
Sb,1,variable,mono,Sb,50,2.105,10,96,300,comp1,YES,
Sb,2,variable,mono,Sb,50,2.105,10,96,140,comp1,YES,
Sb,3,variable,mono,Sb,50,2.105,10,96,198,comp1,YES,
Sb,4,variable,mono,Sb,50,2.105,10,96,184,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,10,144,0,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,10,144,132,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,10,144,0,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,10,144,156,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,10,144,0,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,10,144,150,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,10,144,0,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,10,144,77,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,30,144,3,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,30,144,356,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,30,144,0,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,30,144,324,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,30,144,0,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,30,144,320,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,30,144,1,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,30,144,484,comp1,YES,
Mr,1,constant,comp,Mr.Mk,50,2.105,50,144,540,comp1,YES,
Mk,1,constant,comp,Mr.Mk,50,2.105,50,144,11,comp1,YES,
Mr,2,constant,comp,Mr.Mk,50,2.105,50,144,568,comp1,YES,
Mk,2,constant,comp,Mr.Mk,50,2.105,50,144,8,comp1,YES,
Mr,3,constant,comp,Mr.Mk,50,2.105,50,144,696,comp1,YES,
Mk,3,constant,comp,Mr.Mk,50,2.105,50,144,1,comp1,YES,
Mr,4,constant,comp,Mr.Mk,50,2.105,50,144,1012,comp1,YES,
Mk,4,constant,comp,Mr.Mk,50,2.105,50,144,4,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,10,144,18,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,10,144,4,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,10,144,14,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,10,144,6,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,10,144,6,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,10,144,7,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,10,144,15,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,10,144,2,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,30,144,17,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,30,144,41,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,30,144,10,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,30,144,73,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,30,144,12,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,30,144,6,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,30,144,8,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,30,144,9,comp1,YES,
Mg,1,constant,comp,Mg.Sb,50,2.105,50,144,0,comp1,YES,
Sb,1,constant,comp,Mg.Sb,50,2.105,50,144,0,comp1,YES,
Mg,2,constant,comp,Mg.Sb,50,2.105,50,144,0,comp1,YES,
Sb,2,constant,comp,Mg.Sb,50,2.105,50,144,1,comp1,YES,
Mg,3,constant,comp,Mg.Sb,50,2.105,50,144,0,comp1,YES,
Sb,3,constant,comp,Mg.Sb,50,2.105,50,144,11,comp1,YES,
Mg,4,constant,comp,Mg.Sb,50,2.105,50,144,0,comp1,YES,
Sb,4,constant,comp,Mg.Sb,50,2.105,50,144,0,comp1,YES,
Mr,1,constant,mono,Mr,50,2.105,10,144,150,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,10,144,130,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,10,144,242,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,10,144,,comp1,NO,
Mr,1,constant,mono,Mr,50,2.105,30,144,104,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,30,144,203,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,30,144,105,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,30,144,262,comp1,YES,
Mr,1,constant,mono,Mr,50,2.105,50,144,644,comp1,YES,
Mr,2,constant,mono,Mr,50,2.105,50,144,564,comp1,YES,
Mr,3,constant,mono,Mr,50,2.105,50,144,700,comp1,YES,
Mr,4,constant,mono,Mr,50,2.105,50,144,764,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,10,144,230,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,10,144,108,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,10,144,106,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,10,144,144,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,30,144,928,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,30,144,542,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,30,144,256,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,30,144,218,comp1,YES,
Mk,1,constant,mono,Mk,50,2.105,50,144,0,comp1,YES,
Mk,2,constant,mono,Mk,50,2.105,50,144,0,comp1,YES,
Mk,3,constant,mono,Mk,50,2.105,50,144,0,comp1,YES,
Mk,4,constant,mono,Mk,50,2.105,50,144,28,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,10,144,8,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,10,144,21,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,10,144,7,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,10,144,52,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,30,144,6,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,30,144,17,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,30,144,11,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,30,144,10,comp1,YES,
Mg,1,constant,mono,Mg,50,2.105,50,144,0,comp1,YES,
Mg,2,constant,mono,Mg,50,2.105,50,144,0,comp1,YES,
Mg,3,constant,mono,Mg,50,2.105,50,144,0,comp1,YES,
Mg,4,constant,mono,Mg,50,2.105,50,144,0,comp1,YES,
Sb,1,constant,mono,Sb,50,2.105,10,144,,comp1,NO,
Sb,2,constant,mono,Sb,50,2.105,10,144,4064,comp1,YES,bacteria contamination
Sb,3,constant,mono,Sb,50,2.105,10,144,3552,comp1,YES,
Sb,4,constant,mono,Sb,50,2.105,10,144,2736,comp1,YES,
Sb,1,constant,mono,Sb,50,2.105,30,144,3456,comp1,YES,
Sb,2,constant,mono,Sb,50,2.105,30,144,3616,comp1,YES,
Sb,3,constant,mono,Sb,50,2.105,30,144,4384,comp1,YES,
Sb,4,constant,mono,Sb,50,2.105,30,144,3152,comp1,YES,
