plot,x,y,species_map_code,height_cm_when_mapped,notes_when_mapped,alive_first_monitor,height_cm_first_monitor,notes_first_monitor,plant_elevation
5,3.75,17.25,SYAU,12,,0,NA,,5.093999
5,3.75,18.75,TOTE,62,,0,NA,,5.041999
5,3.75,20.25,TRTO,14,,0,NA,,5.045
5,3.75,21.75,TOTE,53,,0,NA,,5.064
5,3.75,23.25,ACLE,19,,1,93,,5.052
5,3.75,24.75,ACLE,18,,1,107,,5.012
5,3.75,26.25,TOCI,20,,0,NA,,4.923999
5,3.75,27.75,ALEX,6,,0,NA,,4.92
5,3.75,29.25,GUSE,12,,1,18,,4.896999
5,5.25,0.75,SYAU,15,,1,32,,5.185999
5,5.25,2.25,GLFE,10,,1,49,,5.157
5,5.25,3.75,TOCI,9,,0,NA,,5.131
5,5.25,5.25,TRTO,21,,0,NA,,5.144
5,5.25,6.75,GUSE,12,,0,NA,,5.159999
5,5.25,8.25,JAPS,NA,,1,23,,5.125
5,5.25,9.75,FIVI,50,lean,0,NA,,5.151999
5,5.25,11.25,FIVI,51,lean,1,89,,5.125
5,5.25,12.75,FICO,14,,0,NA,,5.076
5,5.25,14.25,GUSE,13,,0,NA,,5.072999
5,5.25,15.75,JAPS,NA,,1,15,,5.052999
5,5.25,17.25,TOCI,22,,0,NA,,5.041999
5,5.25,18.75,GLFE,12,,0,NA,,5.053999
5,5.25,20.25,FIVI,25,,0,NA,,4.979
5,5.25,21.75,TRTO,15,,1,50,,5.041999
5,5.25,23.25,ALEX,12,,1,69,,5.006999
5,5.25,24.75,ALEX,12,,1,17,,5.017
5,5.25,26.25,STBR,31,lean,0,NA,,4.974999
5,5.25,27.75,TOCI,14,,0,NA,,4.929999
5,5.25,29.25,CRTR,27,,0,NA,,4.896999
5,6.75,0.75,ACLA,29,,1,44,,5.217
5,6.75,2.25,GLFE,12,,0,NA,,5.177999
5,6.75,3.75,JAPS,NA,,1,21,,5.164999
5,6.75,5.25,SYAU,18,,0,NA,,5.171999
5,6.75,6.75,JAPS,NA,,1,14,,5.188
5,6.75,8.25,TRTO,16,,0,NA,,5.140999
5,6.75,9.75,SYAU,8,,0,NA,,5.123
5,6.75,11.25,CUAN,13,,1,19,,5.085999
5,6.75,12.75,ACLE,10,lean,1,68,,5.084
5,6.75,14.25,ALEX,10,,1,16,,5.038
5,6.75,15.75,JAPS,NA,,1,21,,5.073999
5,6.75,17.25,DIFA,33,lean,0,NA,,5.028999
5,6.75,18.75,GLFE,11,,1,10,leaning,4.998
5,6.75,20.25,TRTO,10,lean,1,40,,4.979
5,6.75,21.75,TOCI,16,,0,NA,,4.973999
5,6.75,23.25,SYFR,60,,0,NA,,4.974999
5,6.75,24.75,SYAU,19,,0,NA,,4.945
5,6.75,26.25,JAPS,NA,,1,29,,4.928999
5,6.75,27.75,ACLE,13,,1,111,,4.947
5,6.75,29.25,STBR,15,lean,0,NA,,4.925
5,8.25,0.75,ALEX,4,,0,NA,,5.250999
5,8.25,2.25,ACLE,14,,1,19,,5.228
5,8.25,3.75,SYFR,40,lean,0,NA,,5.237999
5,8.25,5.25,GLFE,9,,0,NA,,5.225999
5,8.25,6.75,GUSE,17,,0,NA,,5.183
5,8.25,8.25,SYFR,60,,0,NA,,5.171
5,8.25,9.75,TRTO,17,,1,68,,5.164
5,8.25,11.25,ACLE,17,,1,48,,5.099999
5,8.25,12.75,FICO,15,,0,NA,,5.059
5,8.25,14.25,JAPS,NA,,1,9,,5.025
5,8.25,15.75,FICO,10,,0,NA,,5.018
5,8.25,17.25,GUSE,18,,0,NA,,5.017
5,8.25,18.75,ALEX,8,,0,NA,,4.978
5,8.25,20.25,SYFR,61,,1,70,,4.967999
5,8.25,21.75,ACLE,11,,1,15,,4.988999
5,8.25,23.25,ACLE,14,,1,51,,4.919
5,8.25,24.75,DIFA,42,,0,NA,,4.918
5,8.25,26.25,STBR,42,,0,NA,,4.981999
5,8.25,27.75,GUSE,21,,0,NA,,4.881
5,8.25,29.25,TRTO,14,,1,80,,4.882999
5,9.75,0.75,ACLE,12,,0,NA,,5.261
5,9.75,2.25,TOCI,14,,0,NA,,5.255
5,9.75,3.75,FICO,16,,0,NA,,5.262
5,9.75,5.25,GUSE,21,,1,33,,5.206999
5,9.75,6.75,TRTO,13,,1,102,,5.21
5,9.75,8.25,TOCI,16,,0,NA,,5.212999
5,9.75,9.75,CUAN,15,,1,11,,5.147999
5,9.75,11.25,TRTO,14,,1,17,,5.116
5,9.75,12.75,SYAU,11,,0,NA,,5.135
5,9.75,14.25,TRTO,15,,0,NA,,5.032
5,9.75,15.75,GUSE,10,,0,NA,,5.013
5,9.75,17.25,TOCI,11,,0,NA,,5.047999
5,9.75,18.75,ACLE,7,,0,NA,,4.946
5,9.75,20.25,FICO,17,,0,NA,,5.018
5,9.75,21.75,GUSE,9,,0,NA,,4.926
5,9.75,23.25,ALEX,5,,0,NA,,4.994999
5,9.75,24.75,JAPS,NA,,1,17,,4.885
5,9.75,26.25,ACLA,32,,1,42,,4.908999
5,9.75,27.75,SYFR,50,,1,60,,4.829999
5,9.75,29.25,FICO,12,,0,NA,,4.863999
5,11.25,0.75,GUSE,18,,0,NA,,5.261
5,11.25,2.25,JAPS,NA,,0,NA,,5.223
5,11.25,3.75,ACLE,14,,1,71,,5.230999
5,11.25,5.25,JAPS,NA,,1,16,,5.249
5,11.25,6.75,JAPS,NA,,1,16,,5.210999
5,11.25,8.25,ACLE,16,,1,28,,5.201
5,11.25,9.75,GLFE,12,,0,NA,,5.164999
5,11.25,11.25,TOCI,12,,0,NA,,5.147999
5,11.25,12.75,TOCI,8,,0,NA,,5.048999
5,11.25,14.25,TRTO,12,,0,NA,,5.071
5,11.25,15.75,GUSE,12,,0,NA,,5.013999
5,11.25,17.25,SYFR,43,lean,0,NA,,4.978
5,11.25,18.75,ALEX,7,,1,8,,4.921
5,11.25,20.25,ACLE,17,,1,55,,5.058
5,11.25,21.75,FICO,10,,0,NA,,4.954
5,11.25,23.25,GUSE,10,,1,14,,4.973
5,11.25,24.75,SYAU,16,,1,48,,4.872
5,11.25,26.25,ALEX,9,,0,NA,,4.777999
5,11.25,27.75,SYAU,10,,0,NA,,4.886
5,11.25,29.25,SYAU,14,,0,NA,,4.839
5,12.75,0.75,GUSE,7,,0,NA,,5.252999
5,12.75,2.25,FICO,9,,0,NA,,5.252999
5,12.75,3.75,GUSE,10,,0,NA,,5.268
5,12.75,5.25,TOCI,17,,0,NA,,5.244999
5,12.75,6.75,JAPS,NA,,1,18,deer?,5.282
5,12.75,8.25,SYFR,35,,0,NA,,5.204
5,12.75,9.75,JAPS,NA,,1,27,,5.164
5,12.75,11.25,FICO,11,,0,NA,,5.176
5,12.75,12.75,FICO,9,,0,NA,,5.147999
5,12.75,14.25,GUSE,11,,1,14,,5.092999
5,12.75,15.75,JAPS,NA,,1,20,,5.026
5,12.75,17.25,FICO,18,,1,19,,5.033999
5,12.75,18.75,TRTO,15,,0,NA,,5.01
5,12.75,20.25,SYAU,13,,0,NA,,5.001999
5,12.75,21.75,DIFA,19,,0,NA,,4.951
5,12.75,23.25,DIFA,36,,1,35,,4.885
5,12.75,24.75,JAPS,NA,,1,25,,4.894999
5,12.75,26.25,TRTO,21,,0,NA,,4.883999
5,12.75,27.75,GUSE,10,,0,NA,,4.874
5,12.75,29.25,GLFE,8,,0,NA,,4.833
5,14.25,0.75,GLFE,7,,0,NA,,5.283999
5,14.25,2.25,SYFR,52,,0,NA,,5.3
5,14.25,3.75,GLFE,11,,0,NA,,5.276999
5,14.25,5.25,TRTO,6,,0,NA,,5.3
5,14.25,6.75,JAPS,NA,,1,13,,5.294
5,14.25,8.25,ALEX,9,,0,NA,,5.181
5,14.25,9.75,CUAN,12,,1,35,,5.177
5,14.25,11.25,GUSE,9,,0,NA,,5.21
5,14.25,12.75,JAPS,NA,,1,19,,5.138
5,14.25,14.25,STBR,12,lean,0,NA,,5.073999
5,14.25,15.75,FIVI,31,,0,NA,,5.061999
5,14.25,17.25,ACLE,11,,1,64,,5.013
5,14.25,18.75,GLFE,9,,0,NA,,5.071
5,14.25,20.25,JAPS,NA,,1,19,,4.995999
5,14.25,21.75,TOCI,16,,0,NA,,4.993999
5,14.25,23.25,JAPS,NA,,1,18,,4.987999
5,14.25,24.75,JAPS,NA,,1,14,deer/whippered?,4.945
5,14.25,26.25,GLFE,10,,0,NA,,4.890999
5,14.25,27.75,FICO,13,,0,NA,,4.856999
5,14.25,29.25,GLFE,10,,0,NA,,4.835
5,15.75,0.75,TRTO,17,,0,NA,,5.263999
5,15.75,2.25,ACLE,15,,0,NA,,5.283999
5,15.75,3.75,TRTO,8,,0,NA,,5.342999
5,15.75,5.25,TRTO,21,,0,NA,,5.271999
5,15.75,6.75,GUSE,6,,0,NA,,5.272999
5,15.75,8.25,TOCI,24,,0,NA,,5.186999
5,15.75,9.75,TRTO,23,,1,45,,5.23
5,15.75,11.25,SYAU,10,,0,NA,,5.199999
5,15.75,12.75,STBR,14,lean,0,NA,,5.195
5,15.75,14.25,TRTO,19,,1,65,,5.126999
5,15.75,15.75,TOCI,18,,0,NA,,5.162
5,15.75,17.25,DIFA,21,,0,NA,,5.044
5,15.75,18.75,TRTO,6,,0,NA,,5.066999
5,15.75,20.25,SYFR,42,lean,0,NA,,5.057
5,15.75,21.75,TOCI,15,,0,NA,,5.035999
5,15.75,23.25,GUSE,8,,0,NA,,4.954999
5,15.75,24.75,TRTO,19,,0,NA,,4.958
5,15.75,26.25,SYAU,17,,1,31,,4.943999
5,15.75,27.75,ACLE,15,,1,32,,4.914
5,15.75,29.25,TOCI,26,lean,0,NA,,4.829999
5,17.25,0.75,FICO,19,,0,NA,,5.344999
5,17.25,2.25,TRTO,14,,1,22,,5.269999
5,17.25,3.75,TOCI,13,,0,NA,,5.328
5,17.25,5.25,TOCI,26,lean,0,NA,,5.249
5,17.25,6.75,GUSE,10,,0,NA,,5.290999
5,17.25,8.25,TRTO,12,,0,NA,,5.221
5,17.25,9.75,GLFE,10,,0,NA,,5.221
5,17.25,11.25,JAPS,NA,,1,19,,5.157
5,17.25,12.75,TOCI,14,,0,NA,,5.198999
5,17.25,14.25,GLFE,9,,0,NA,,5.204
5,17.25,15.75,GLFE,7,,0,NA,,5.111999
5,17.25,17.25,GUSE,7,,0,NA,,5.144999
5,17.25,18.75,FICO,14,,0,NA,,5.092999
5,17.25,20.25,ACLE,14,lean,1,85,,5.083
5,17.25,21.75,GLFE,8,,0,NA,,5
5,17.25,23.25,GUSE,10,,0,NA,,4.94
5,17.25,24.75,TRTO,20,,1,85,,4.979
5,17.25,26.25,TOCI,14,,0,NA,,4.967999
5,17.25,27.75,TRTO,17,,0,NA,,4.899
5,17.25,29.25,TOCI,10,,0,NA,,4.883999
5,18.75,0.75,TRTO,6,,0,NA,,5.296
5,18.75,2.25,GLFE,12,,1,57,,5.272999
5,18.75,3.75,TOCI,16,,0,NA,,5.315
5,18.75,5.25,FICO,18,,0,NA,,5.289999
5,18.75,6.75,TOCI,12,,0,NA,,5.291999
5,18.75,8.25,ALEX,7,,0,NA,,5.25
5,18.75,9.75,FICO,5,,0,NA,,5.204
5,18.75,11.25,JAPS,NA,,1,22,,5.272999
5,18.75,12.75,TRTO,10,,1,22,,5.17
5,18.75,14.25,FICO,13,,1,30,,5.125999
5,18.75,15.75,TRTO,10,,1,75,,5.065
5,18.75,17.25,FIVI,54,,0,NA,,5.107999
5,18.75,18.75,FIVI,62,,0,NA,,5.065999
5,18.75,20.25,CRTR,23,,0,NA,,5.067999
5,18.75,21.75,GLFE,11,,0,NA,,4.960999
5,18.75,23.25,CRTR,11,,0,NA,,5.007999
5,18.75,24.75,GLFE,13,,0,NA,,4.932
5,18.75,26.25,GLFE,15,,1,27,,4.922999
5,18.75,27.75,ALEX,8,,1,10,snapped top,4.938
5,18.75,29.25,SYAU,13,,0,NA,,4.847
5,20.25,0.75,JAPS,NA,,0,NA,,5.289999
5,20.25,2.25,GUSE,23,,0,NA,,5.303999
5,20.25,3.75,GLFE,13,,0,NA,,5.258999
5,20.25,5.25,JAPS,NA,,0,NA,,5.296
5,20.25,6.75,TOCI,18,,0,NA,,5.217999
5,20.25,8.25,GUSE,25,,0,NA,,5.283999
5,20.25,9.75,TRTO,12,,0,NA,,5.239999
5,20.25,11.25,TOCI,17,,0,NA,,5.221
5,20.25,12.75,GLFE,5,,0,NA,,5.179999
5,20.25,14.25,ALEX,10,,0,NA,,5.177999
5,20.25,15.75,TRTO,7,,0,NA,,5.120999
5,20.25,17.25,ACLE,19,,1,84,,5.104
5,20.25,18.75,FIVI,46,lean,0,NA,,5.063
5,20.25,20.25,GUSE,20,,1,23,,5.047999
5,20.25,21.75,JAPS,NA,,1,15,,4.947
5,20.25,23.25,SYAU,18,,0,NA,,4.955999
5,20.25,24.75,GUSE,23,lean,0,NA,,4.955999
5,20.25,26.25,GUSE,29,,1,29,,4.921
5,20.25,27.75,SYAU,17,,0,NA,,4.915999
5,20.25,29.25,TRTO,9,,0,NA,,4.815
5,21.75,0.75,ACLE,27,,1,110,,5.282
5,21.75,2.25,FIVI,56,,0,NA,,5.311999
5,21.75,3.75,CUAN,9,,0,NA,,5.234
5,21.75,5.25,TOCI,17,lean,0,NA,,5.285999
5,21.75,6.75,TRTO,7,,0,NA,,5.271999
5,21.75,8.25,GLFE,10,,0,NA,,5.26
5,21.75,9.75,FICO,9,,0,NA,,5.217
5,21.75,11.25,JAPS,NA,,1,23,,5.182
5,21.75,12.75,SYFR,28,,0,NA,,5.19
5,21.75,14.25,TOTE,61,,0,NA,,5.188
5,21.75,15.75,TOCI,20,,0,NA,,5.105
5,21.75,17.25,TOTE,30,,0,NA,,5.098
5,21.75,18.75,TRTO,9,,0,NA,,5.065
5,21.75,20.25,SYAU,16,,0,NA,,5.006
5,21.75,21.75,TOCI,13,,0,NA,,4.981999
5,21.75,23.25,GLFE,11,,1,40,,4.932
5,21.75,24.75,ACLE,10,,0,NA,,4.947
5,21.75,26.25,FICO,19,,0,NA,,4.876999
5,21.75,27.75,TRTO,8,,0,NA,,4.861999
5,21.75,29.25,TRTO,6,,0,NA,,4.861999
5,23.25,0.75,ALEX,10,,1,38,,5.267
5,23.25,2.25,TOCI,16,,0,NA,,5.234
5,23.25,3.75,TOTE,26,,0,NA,,5.256999
5,23.25,5.25,TOCI,17,,0,NA,,5.228
5,23.25,6.75,TOCI,16,,0,NA,,5.3
5,23.25,8.25,GUSE,30,,1,35,,5.237999
5,23.25,9.75,CRTR,25,,1,25,,5.256
5,23.25,11.25,ACLE,14,,1,71,,5.184999
5,23.25,12.75,TOCI,15,,0,NA,,5.178999
5,23.25,14.25,GUSE,26,,0,NA,,5.159999
5,23.25,15.75,TOTE,53,,0,NA,,5.111999
5,23.25,17.25,JAPS,NA,,1,22,,5.054999
5,23.25,18.75,GUSE,20,,0,NA,,5.035999
5,23.25,20.25,TOCI,17,lean,0,NA,,5.046
5,23.25,21.75,JAPS,NA,,1,23,,5.026999
5,23.25,23.25,GLFE,8,,0,NA,,4.958
5,23.25,24.75,JAPS,NA,,1,14,,4.906
5,23.25,26.25,GLFE,11,,0,NA,,4.868999
5,23.25,27.75,CUAN,9,,0,NA,,4.873
5,23.25,29.25,ACLE,9,lean,1,20,leaning,4.834
5,24.75,0.75,GUSE,29,,0,NA,,5.335999
5,24.75,2.25,SYAU,16,,0,NA,,5.230999
5,24.75,3.75,ACLE,13,,1,65,,5.289999
5,24.75,5.25,SYFR,34,,0,NA,,5.19
5,24.75,6.75,GLFE,12,,1,25,,5.235
5,24.75,8.25,TOTE,32,,0,NA,,5.23
5,24.75,9.75,GLFE,12,,0,NA,,5.156
5,24.75,11.25,ALEX,10,,1,58,,5.157
5,24.75,12.75,FIVI,27,,0,NA,,5.153999
5,24.75,14.25,DIFA,45,,0,NA,,5.133999
5,24.75,15.75,JAPS,NA,,1,24,,5.060999
5,24.75,17.25,DIFA,17,,1,28,,5.044
5,24.75,18.75,CRTR,25,,1,35,,5.046
5,24.75,20.25,GLFE,8,,1,11,,4.987999
5,24.75,21.75,JAPS,NA,,1,14,,4.995999
5,24.75,23.25,SYAU,16,,0,NA,,4.894
5,24.75,24.75,SYFR,20,lean,0,NA,,4.94
5,24.75,26.25,ALEX,8,,0,NA,,4.915999
5,24.75,27.75,FIVI,36,,1,72,,4.855
5,24.75,29.25,ALEX,5,lean,0,NA,,4.783999
5,26.25,0.75,JAPS,NA,,1,10,deer/whippered?,5.359
5,26.25,2.25,FICO,13,,0,NA,,5.278999
5,26.25,3.75,GUSE,16,,1,19,,5.270999
5,26.25,5.25,ALEX,6,,0,NA,,5.276
5,26.25,6.75,JAPS,NA,,1,16,,5.236999
5,26.25,8.25,ALEX,8,,0,NA,,5.222
5,26.25,9.75,SYFR,14,,0,NA,,5.198999
5,26.25,11.25,FICO,10,,0,NA,,5.198999
5,26.25,12.75,FICO,10,,0,NA,,5.144999
5,26.25,14.25,FICO,13,,0,NA,,5.072999
5,26.25,15.75,STBR,16,,0,NA,,5.114999
5,26.25,17.25,GLFE,13,,0,NA,,5.026999
5,26.25,18.75,ACLE,21,,1,75,,5.047999
5,26.25,20.25,FICO,7,,0,NA,,4.991
5,26.25,21.75,FIVI,48,,1,79,,4.947
5,26.25,23.25,CRTR,27,,1,32,,4.916999
5,26.25,24.75,JAPS,NA,,1,16,,4.945
5,26.25,26.25,STBR,24,,0,NA,,4.811999
5,26.25,27.75,TOCI,20,,1,53,,4.818999
5,26.25,29.25,JAPS,NA,,1,19,,4.809999
5,27.75,0.75,FIVI,39,,1,72,,5.329999
5,27.75,2.25,JAPS,NA,,1,25,,5.347
5,27.75,3.75,JAPS,NA,,1,19,,5.289
5,27.75,5.25,ALEX,8,,0,NA,,5.276999
5,27.75,6.75,GLFE,13,,1,10,,5.223
5,27.75,8.25,GUSE,25,,0,NA,,5.227
5,27.75,9.75,TRTO,10,,0,NA,,5.19
5,27.75,11.25,JAPS,NA,,1,16,,5.129
5,27.75,12.75,SYFR,41,,0,NA,,5.122
5,27.75,14.25,TOCI,9,,0,NA,,5.098
5,27.75,15.75,CUAN,21,,0,NA,,5.093999
5,27.75,17.25,JAPS,NA,,1,19,,5.013999
5,27.75,18.75,GUSE,30,,1,43,,5.014999
5,27.75,20.25,TOCI,19,,0,NA,,4.991
5,27.75,21.75,FIVI,43,,0,NA,,4.972
5,27.75,23.25,GLFE,21,,1,78,,4.892
5,27.75,24.75,GUSE,24,,1,32,,4.86
5,27.75,26.25,TRTO,6,top broken,0,NA,,4.863999
5,27.75,27.75,SYFR,21,,1,35,,4.854
5,27.75,29.25,ACLE,16,,0,NA,,4.769
5,29.25,0.75,FIVI,44,,0,NA,,5.342999
5,29.25,2.25,CUAN,11,,1,23,,5.397999
5,29.25,3.75,ALEX,5,,0,NA,,5.283999
5,29.25,5.25,CUAN,14,,1,26,,5.252999
5,29.25,6.75,SYAU,16,,1,45,,5.263999
5,29.25,8.25,FICO,15,,0,NA,,5.23
5,29.25,9.75,GUSE,27,,1,30,,5.163
5,29.25,11.25,ACLE,16,,1,24,,5.175
5,29.25,12.75,TRTO,7,,0,NA,,5.156
5,29.25,14.25,JAPS,NA,,1,14,,5.127999
5,29.25,15.75,JAPS,NA,,1,19,,5.085999
5,29.25,17.25,TRTO,10,,1,37,,5.046999
5,29.25,18.75,ACLE,19,,1,82,,5.026
5,29.25,20.25,TOCI,15,,0,NA,,4.969999
5,29.25,21.75,GLFE,13,,1,40,,4.903999
5,29.25,23.25,TOTE,39,,0,NA,,4.888
5,29.25,24.75,TRTO,11,,0,NA,,4.855
5,29.25,26.25,GUSE,32,,1,35,,4.816999
5,29.25,27.75,TRTO,10,,1,11,,4.796
5,29.25,29.25,JAPS,NA,,1,17,,4.763
6,0.75,0.75,MEBR,15,,1,55,,5.493
6,0.75,2.25,FLAU,16,,1,14,,5.461999
6,0.75,3.75,ARTR,43,,0,NA,,5.439
6,0.75,5.25,TOTE,65,,0,NA,,5.333
6,0.75,6.75,FIVI,35,,1,83,,5.321
6,0.75,8.25,FLAU,12,,0,NA,,5.28
6,0.75,9.75,SYAU,20,,0,NA,,5.244999
6,0.75,11.25,CRTR,26,,0,NA,,5.216
6,0.75,12.75,DRDE,20,,0,NA,,5.186999
6,0.75,14.25,ACLA,30,,1,54,,5.184
6,0.75,15.75,FLAU,11,,0,NA,,5.119999
6,0.75,17.25,SYAU,19,,0,NA,,5.065999
6,0.75,18.75,FLAU,8,,1,31,,5.004
6,0.75,20.25,ACLA,31,poorly planted,0,NA,,4.980999
6,0.75,21.75,DRDE,20,,1,22,,4.925
6,0.75,23.25,DRDE,14,,0,NA,,4.916999
6,0.75,24.75,FIVI,62,,1,70,,4.831999
6,0.75,26.25,STBR,26,lean,0,NA,,4.815999
6,0.75,27.75,FIVI,50,,1,35,top dead,4.801
6,0.75,29.25,ARTR,54,,1,54,,4.757999
6,2.25,0.75,NOLO,29,,1,34,,5.474999
6,2.25,2.25,STBR,30,,0,NA,,5.438
6,2.25,3.75,MEBR,15,,1,50,,5.383999
6,2.25,5.25,SYAU,50,,0,NA,,5.374
6,2.25,6.75,CUAN,16,,1,23,,5.321
6,2.25,8.25,FIOB,20,,1,54,,5.297999
6,2.25,9.75,FIVI,40,FIOB replaced with FIVI on 21/11/16,0,NA,,5.268
6,2.25,11.25,SYAU,17,,0,NA,,5.231999
6,2.25,12.75,CUAN,13,,1,15,,5.202
6,2.25,14.25,ACLA,21,,1,32,,5.189
6,2.25,15.75,SYAU,23,,0,NA,,5.120999
6,2.25,17.25,FLAU,10,,0,NA,,5.089
6,2.25,18.75,ARTR,36,,0,NA,,5.047999
6,2.25,20.25,CUAN,14,,0,NA,,4.986999
6,2.25,21.75,ARTR,51,,1,55,,4.942999
6,2.25,23.25,CUAN,13,,1,20,,4.888999
6,2.25,24.75,DRDE,20,,1,30,,4.857999
6,2.25,26.25,FIVI,40,,1,60,,4.815
6,2.25,27.75,FIVI,54,,0,NA,,4.782999
6,2.25,29.25,TOTE,68,,0,NA,,4.739999
6,3.75,0.75,FLAU,13,,1,15,,5.538
6,3.75,2.25,SYFR,49,lean,0,NA,,5.472
6,3.75,3.75,CUAN,16,,1,18,,5.403999
6,3.75,5.25,FLAU,12,,1,42,,5.364999
6,3.75,6.75,SYFR,41,,0,NA,,5.322
6,3.75,8.25,CUAN,12,,0,NA,,5.283999
6,3.75,9.75,ARTR,41,,0,NA,,5.302
6,3.75,11.25,ARTR,41,,0,NA,,5.267
6,3.75,12.75,FIVI,58,,0,NA,,5.217999
6,3.75,14.25,SYSM,15,,0,NA,,5.19
6,3.75,15.75,SYAU,26,,0,NA,,5.144999
6,3.75,17.25,FLAU,13,,1,20,,5.063
6,3.75,18.75,FLAU,9,,1,24,,5.028999
6,3.75,20.25,FIVI,46,FIOB replaced with FIVI on 21/11/16,1,55,,4.979
6,3.75,21.75,FLAU,13,,1,18,snapped top,4.936999
6,3.75,23.25,STBR,22,lean,0,NA,,4.879
6,3.75,24.75,MEBR,24,,1,34,,4.833
6,3.75,26.25,FLAU,12,,1,17,,4.8
6,3.75,27.75,SYAU,16,,1,50,,4.728
6,3.75,29.25,SYFR,53,,0,NA,,4.710999
6,5.25,0.75,MEBR,21,,0,NA,,5.501999
6,5.25,2.25,FIOB,18,,0,NA,,5.479
6,5.25,3.75,SYAU,27,,0,NA,,5.435999
6,5.25,5.25,ARTR,52,,1,56,,5.395999
6,5.25,6.75,TOTE,63,lean,0,NA,,5.342999
6,5.25,8.25,FIVI,47,FIOB replaced with FIVI on 21/11/16,1,95,,5.314
6,5.25,9.75,FIVI,52,,0,NA,,5.261
6,5.25,11.25,TOTE,57,,1,1,reshot base,5.307
6,5.25,12.75,FLAU,9,,1,11,,5.198999
6,5.25,14.25,FIVI,57,FIOB replaced with FIVI on 21/11/16,0,NA,,5.165999
6,5.25,15.75,CRTR,11,,0,NA,,5.163
6,5.25,17.25,SYSM,28,,0,NA,,5.072
6,5.25,18.75,DRDE,15,,1,15,,5.021999
6,5.25,20.25,SYSM,11,,0,NA,,4.967999
6,5.25,21.75,TOTE,70,,0,NA,,4.931
6,5.25,23.25,CRTR,26,,1,27,,4.875
6,5.25,24.75,STBR,43,,0,NA,,4.814
6,5.25,26.25,CUAN,13,,1,18,,4.782999
6,5.25,27.75,SYFR,60,,0,NA,,4.749
6,5.25,29.25,FLAU,10,,1,19,,4.688
6,6.75,0.75,ARTR,48,,0,NA,,5.519
6,6.75,2.25,DIFA,52,,0,NA,,5.487999
6,6.75,3.75,ACLA,32,,1,57,,5.435999
6,6.75,5.25,DIFA,50,,0,NA,,5.390999
6,6.75,6.75,TOTE,75,poorly planted,0,NA,,5.379
6,6.75,8.25,TOTE,58,,0,NA,,5.327
6,6.75,9.75,SYAU,22,,1,25,,5.302999
6,6.75,11.25,SYAU,19,,1,24,,5.270999
6,6.75,12.75,FIOB,23,,1,40,,5.217999
6,6.75,14.25,SYFR,55,poorly planted,0,NA,,5.171999
6,6.75,15.75,ARTR,50,,0,NA,,5.152999
6,6.75,17.25,DIFA,39,,1,37,,5.086999
6,6.75,18.75,DIFA,46,,0,NA,,5.052999
6,6.75,20.25,CUAN,12,,0,NA,,4.994999
6,6.75,21.75,FLAU,13,,1,32,,4.945
6,6.75,23.25,SYAU,13,,0,NA,,4.868
6,6.75,24.75,FLAU,15,,1,56,,4.857999
6,6.75,26.25,CRTR,22,,1,28,,4.783999
6,6.75,27.75,FIVI,67,,1,59,leaning,4.730999
6,6.75,29.25,FIVI,72,,1,85,,4.681
6,8.25,0.75,FIOB,25,,0,NA,,5.522999
6,8.25,2.25,FIOB,27,,1,18,top dead,5.520999
6,8.25,3.75,MEBR,25,,1,50,,5.448999
6,8.25,5.25,ARTR,47,,0,NA,,5.42
6,8.25,6.75,FIVI,68,,1,76,,5.375999
6,8.25,8.25,MEBR,25,,0,NA,,5.326
6,8.25,9.75,CUAN,10,,0,NA,,5.301
6,8.25,11.25,SYAU,11,,0,NA,,5.283999
6,8.25,12.75,FIVI,43,,1,51,,5.241
6,8.25,14.25,TOTE,7,,0,NA,,5.189
6,8.25,15.75,MEBR,11,lean,1,36,,5.190999
6,8.25,17.25,STBR,35,,1,54,,5.094999
6,8.25,18.75,DIFA,44,,0,NA,,5.033999
6,8.25,20.25,FIOB,19,,1,25,,5.054999
6,8.25,21.75,DIFA,39,,1,42,,4.939
6,8.25,23.25,NOLO,29,lean,0,NA,,4.881999
6,8.25,24.75,SYAU,13,,1,21,,4.841
6,8.25,26.25,ARTR,40,,0,NA,,4.789999
6,8.25,27.75,CRTR,27,,1,36,,4.748
6,8.25,29.25,MEBR,20,,0,NA,,4.692999
6,9.75,0.75,TOTE,65,,0,NA,,5.514999
6,9.75,2.25,SYFR,51,lean,0,NA,,5.479
6,9.75,3.75,CUAN,11,,0,NA,,5.439
6,9.75,5.25,FIOB,22,,1,48,,5.395999
6,9.75,6.75,SYFR,53,,0,NA,,5.354
6,9.75,8.25,FIVI,56,,0,NA,,5.34
6,9.75,9.75,SYFR,50,,0,NA,,5.289
6,9.75,11.25,SYFR,43,,0,NA,,5.276999
6,9.75,12.75,STBR,10,lean,0,NA,,5.230999
6,9.75,14.25,ARTR,45,,0,NA,,5.199999
6,9.75,15.75,FIVI,70,,0,NA,,5.185999
6,9.75,17.25,MEBR,20,,1,40,,5.120999
6,9.75,18.75,FIVI,65,,0,NA,,5.060999
6,9.75,20.25,FIOB,16,,1,33,,5.001999
6,9.75,21.75,STBR,22,lean,0,NA,,4.936999
6,9.75,23.25,FLAU,9,,0,NA,,4.881999
6,9.75,24.75,FIVI,57,lean,1,79,,4.823999
6,9.75,26.25,CUAN,13,,1,48,,4.793
6,9.75,27.75,TOTE,65,poorly planted,0,NA,,4.756
