plot,x,y,species_map_code,height_cm_when_mapped,notes_when_mapped,alive_first_monitor,height_cm_first_monitor,notes_first_monitor,plant_elevation
2,6.75,14.25,SYFR,57,,1,64,,5.310999
2,6.75,15.75,SYFR,46,,0,NA,,5.330999
2,6.75,17.25,DRDE,6,,0,NA,,5.329
2,6.75,18.75,FIVI,53,,1,48,snapped top,5.387
2,6.75,20.25,FIVI,29,lean,1,49,top dead and re-shot from base,5.369999
2,6.75,21.75,ARTR,40,,0,NA,,5.353
2,6.75,23.25,CUAN,11,,1,40,,5.375999
2,6.75,24.75,SYFR,49,,0,NA,,5.394999
2,6.75,26.25,MEBR,13,,1,124,,5.429999
2,6.75,27.75,ACLA,26,,1,39,,5.314
2,6.75,29.25,CRTR,15,,1,30,,5.323999
2,8.25,0.75,ARTR,32,,1,43,,5.281
2,8.25,2.25,CUAN,13,,1,33,,5.298999
2,8.25,3.75,SYFR,58,,1,1,top dead and re-shot from base,5.229
2,8.25,5.25,ARTR,48,,1,75,,5.208
2,8.25,6.75,CUAN,13,,1,31,,5.204999
2,8.25,8.25,ARTR,47,,1,59,,5.173999
2,8.25,9.75,STBR,46,,1,1,top dead and re-shot from base,5.221
2,8.25,11.25,ARTR,20,,1,46,,5.269999
2,8.25,12.75,CUAN,10,,1,31,,5.276999
2,8.25,14.25,SYSM,8,,0,NA,,5.349999
2,8.25,15.75,SYSM,14,,0,NA,,5.339
2,8.25,17.25,SYAU,15,,1,16,,5.394999
2,8.25,18.75,FLAU,11,,1,35,,5.36
2,8.25,20.25,DIFA,25,,0,NA,,5.376999
2,8.25,21.75,SYSM,7,,0,NA,,5.313
2,8.25,23.25,NOLO,19,,0,NA,,5.321
2,8.25,24.75,FIVI,41,,1,65,,5.368
2,8.25,26.25,FLAU,7,,1,32,,5.256999
2,8.25,27.75,TOTE,66,,1,2,top dead and re-shot from base,5.32
2,8.25,29.25,SYAU,18,,1,31,,5.216
2,9.75,0.75,TOTE,62,,1,1,top dead and re-shot from base,5.276
2,9.75,2.25,FLAU,8,,0,NA,,5.217999
2,9.75,3.75,FLAU,14,,1,34,,5.241
2,9.75,5.25,FIVI,27,,1,85,,5.191999
2,9.75,6.75,TOTE,60,,1,1,top dead and re-shot from base,5.248
2,9.75,8.25,SYSM,18,,1,40,,5.243
2,9.75,9.75,MEBR,23,,1,82,,5.23
2,9.75,11.25,FIVI,42,FIOB replaced with FIVI on 21/11/16,1,77,leaning,5.239999
2,9.75,12.75,CUAN,14,,1,25,,5.234
2,9.75,14.25,FIVI,60,,1,1,top dead and re-shot from base,5.302999
2,9.75,15.75,FIVI,54,,1,34,re-shot from base,5.342999
2,9.75,17.25,SYSM,14,,0,NA,,5.297999
2,9.75,18.75,FIVI,25,FIOB replaced with FIVI on 21/11/16,1,1,top dead and re-shot from base,5.362999
2,9.75,20.25,DIFA,36,,0,NA,,5.284999
2,9.75,21.75,SYSM,12,,0,NA,,5.256
2,9.75,23.25,CRTR,26,,1,33,,5.249
2,9.75,24.75,MEBR,23,,1,81,,5.342999
2,9.75,26.25,SYSM,14,,0,NA,,5.249
2,9.75,27.75,SYFR,30,lean,0,NA,,5.276999
2,9.75,29.25,SYAU,12,,1,25,,5.239999
2,11.25,0.75,MEBR,19,,1,64,,5.263
2,11.25,2.25,CRTR,19,,0,NA,,5.217999
2,11.25,3.75,ARTR,34,,1,46,,5.283999
2,11.25,5.25,FLAU,9,,1,8,,5.198999
2,11.25,6.75,DRDE,17,,1,24,,5.205999
2,11.25,8.25,SYAU,5,,0,NA,,5.214
2,11.25,9.75,FLAU,12,,1,21,,5.249
2,11.25,11.25,TOTE,51,,1,1,top dead and re-shot from base,5.153999
2,11.25,12.75,SYSM,16,,1,36,,5.245999
2,11.25,14.25,FIVI,57,lean,1,1,top dead and re-shot from base,5.297999
2,11.25,15.75,FIOB,17,,1,37,,5.309
2,11.25,17.25,FLAU,11,,1,13,,5.272999
2,11.25,18.75,CUAN,9,,1,10,,5.281
2,11.25,20.25,FLAU,9,,1,49,,5.281
2,11.25,21.75,SYFR,52,,1,54,,5.285999
2,11.25,23.25,NOLO,26,,0,NA,,5.268
2,11.25,24.75,FLAU,9,,1,10,,5.224999
2,11.25,26.25,DRDE,16,,1,26,,5.283999
2,11.25,27.75,ARTR,40,,1,1,top dead and re-shot from base,5.281
2,11.25,29.25,FLAU,8,,1,21,,5.288
2,12.75,0.75,MEBR,17,,1,91,,5.242
2,12.75,2.25,ARTR,42,,1,72,,5.269
2,12.75,3.75,SYSM,11,,1,35,,5.283999
2,12.75,5.25,SYSM,9,,0,NA,,5.221
2,12.75,6.75,FIOB,40,,1,46,,5.243999
2,12.75,8.25,FIVI,30,,1,69,,5.215
2,12.75,9.75,FLAU,11,,0,NA,,5.241
2,12.75,11.25,CUAN,11,,1,27,,5.151999
2,12.75,12.75,FIVI,63,,1,20,top dead and re-shot from base,5.147999
2,12.75,14.25,FIVI,59,,1,29,top dead and re-shot from base,5.235
2,12.75,15.75,TOTE,41,,1,1,top dead and re-shot from base,5.236
2,12.75,17.25,SYSM,7,,1,27,,5.236
2,12.75,18.75,CUAN,13,,1,24,,5.247
2,12.75,20.25,SYFR,42,,1,41,,5.263
2,12.75,21.75,MEBR,18,,1,71,,5.243999
2,12.75,23.25,SYFR,59,,0,NA,,5.231999
2,12.75,24.75,FLAU,12,,1,24,,5.262
2,12.75,26.25,TOTE,46,,1,1,top dead and re-shot from base,5.271999
2,12.75,27.75,FLAU,9,,1,36,,5.247
2,12.75,29.25,DIFA,30,,0,NA,,5.230999
2,14.25,0.75,ARTR,48,,0,NA,,5.239999
2,14.25,2.25,MEBR,17,,1,66,,5.249
2,14.25,3.75,SYFR,51,,1,59,,5.209
2,14.25,5.25,DIFA,41,,1,1,top dead and re-shot from base,5.199999
2,14.25,6.75,ACLA,22,,1,1,top dead and re-shot from base,5.197999
2,14.25,8.25,TOTE,78,,1,1,top dead and re-shot from base,5.202
2,14.25,9.75,DIFA,46,,1,47,,5.195
2,14.25,11.25,FLAU,10,,1,40,,5.118999
2,14.25,12.75,FIVI,60,,1,1,top dead and re-shot from base,5.146999
2,14.25,14.25,STBR,48,,1,1,top dead and re-shot from base,5.19
2,14.25,15.75,MEBR,19,,1,61,,5.208
2,14.25,17.25,CUAN,10,,1,40,,5.205999
2,14.25,18.75,SYFR,46,,0,NA,,5.276999
2,14.25,20.25,TOTE,39,lean,1,43,,5.232999
2,14.25,21.75,FLAU,7,,0,NA,,5.284999
2,14.25,23.25,ARTR,37,,1,69,,5.263
2,14.25,24.75,FLAU,8,,1,30,,5.195
2,14.25,26.25,SYFR,50,,0,NA,,5.237999
2,14.25,27.75,SYAU,17,,1,40,,5.256
2,14.25,29.25,TOTE,49,,1,47,,5.210999
2,15.75,0.75,NOLO,32,,0,NA,,5.197999
2,15.75,2.25,CUAN,11,,1,25,,5.221
2,15.75,3.75,SYFR,55,,0,NA,,5.163
2,15.75,5.25,FLAU,9,,1,30,,5.232999
2,15.75,6.75,DIFA,29,,0,NA,,5.189
2,15.75,8.25,SYFR,41,,0,NA,,5.188
2,15.75,9.75,STBR,33,,1,1,top dead and re-shot from base,5.144
2,15.75,11.25,MEBR,19,,1,79,,5.104
2,15.75,12.75,FIVI,59,,1,110,,5.193999
2,15.75,14.25,ACLA,29,,1,51,,5.181
2,15.75,15.75,TOTE,58,,0,NA,,5.152999
2,15.75,17.25,FIVI,21,FIOB replaced with FIVI on 21/11/16,0,NA,,5.178999
2,15.75,18.75,FIVI,63,,1,81,,5.224999
2,15.75,20.25,MEBR,23,,1,45,,5.227
2,15.75,21.75,SYFR,40,,0,NA,,5.177
2,15.75,23.25,CRTR,24,,0,NA,,5.178999
2,15.75,24.75,TOTE,48,,1,1,top dead and re-shot from base,5.203
2,15.75,26.25,FIVI,36,,1,60,,5.177999
2,15.75,27.75,FLAU,8,,1,10,,5.186999
2,15.75,29.25,TOTE,50,,1,1,top dead and re-shot from base,5.137
2,17.25,0.75,ACLA,32,,1,51,,5.201
2,17.25,2.25,SYAU,12,,0,NA,,5.199999
2,17.25,3.75,FIVI,56,FIOB replaced with FIVI on 21/11/16,1,47,,5.165999
2,17.25,5.25,SYFR,44,,0,NA,,5.19
2,17.25,6.75,FIVI,43,,1,1,top dead and re-shot from base,5.166999
2,17.25,8.25,FIVI,28,lean,1,65,,5.137
2,17.25,9.75,TOTE,48,,1,8,top dead and re-shot from base,5.125999
2,17.25,11.25,FIOB,14,,1,50,,5.139999
2,17.25,12.75,FLAU,9,,1,14,,5.136
2,17.25,14.25,MEBR,20,,1,76,,5.186999
2,17.25,15.75,STBR,35,,1,1,top dead and re-shot from base,5.21
2,17.25,17.25,SYAU,11,,1,32,,5.159999
2,17.25,18.75,FIVI,63,FIOB replaced with FIVI on 21/11/16,1,80,,5.191999
2,17.25,20.25,MEBR,20,,1,79,,5.162
2,17.25,21.75,ARTR,40,,1,42,,5.144999
2,17.25,23.25,CUAN,15,,1,43,,5.156
2,17.25,24.75,DIFA,31,,0,NA,,5.106999
2,17.25,26.25,SYFR,39,,1,57,,5.102
2,17.25,27.75,ARTR,33,,0,NA,,5.111999
2,17.25,29.25,STBR,42,,1,68,,5.136
2,18.75,0.75,DIFA,46,,0,NA,,5.139999
2,18.75,2.25,STBR,26,,1,1,top dead and re-shot from base,5.192999
2,18.75,3.75,ARTR,38,,0,NA,,5.211999
2,18.75,5.25,SYAU,12,,1,17,,5.188
2,18.75,6.75,CUAN,15,,1,39,,5.175
2,18.75,8.25,FIVI,48,,1,60,,5.216
2,18.75,9.75,CRTR,29,,1,38,,5.198999
2,18.75,11.25,SYFR,20,,0,NA,,5.165999
2,18.75,12.75,FIVI,51,,1,32,top dead and re-shot from base,5.143
2,18.75,14.25,SYSM,15,,1,37,,5.135
2,18.75,15.75,ACLA,25,,1,41,,5.173999
2,18.75,17.25,FIVI,63,,1,89,,5.085
2,18.75,18.75,ARTR,45,,0,NA,,5.149
2,18.75,20.25,CRTR,16,,1,40,,5.118
2,18.75,21.75,FIVI,43,,1,88,,5.158999
2,18.75,23.25,CUAN,12,,1,20,,5.085
2,18.75,24.75,FLAU,9,,0,NA,,5.103
2,18.75,26.25,CRTR,31,,1,33,,5.125
2,18.75,27.75,CUAN,18,,1,33,,5.079
2,18.75,29.25,SYSM,20,,0,NA,,5.109
2,20.25,0.75,MEBR,27,,1,63,,5.181
2,20.25,2.25,CRTR,20,,0,NA,,5.160999
2,20.25,3.75,STBR,20,,0,NA,,5.223
2,20.25,5.25,CUAN,13,,1,1,top dead and re-shot from base,5.206999
2,20.25,6.75,SYFR,17,,0,NA,,5.221
2,20.25,8.25,FLAU,9,,1,45,,5.173999
2,20.25,9.75,FIVI,48,,1,30,top dead and re-shot from base,5.191999
2,20.25,11.25,CUAN,17,,0,NA,,5.107999
2,20.25,12.75,CUAN,13,,1,45,,5.071
2,20.25,14.25,FIVI,64,,1,78,,5.106999
2,20.25,15.75,ARTR,42,,0,NA,,5.059999
2,20.25,17.25,ACLA,18,,1,40,,5.038
2,20.25,18.75,MEBR,27,,1,115,,5.038
2,20.25,20.25,CUAN,12,,1,37,,5.114999
2,20.25,21.75,CUAN,8,,1,1,top dead and re-shot from base,5.078
2,20.25,23.25,DIFA,44,,1,49,,5.065999
2,20.25,24.75,FIVI,58,,1,1,top dead and re-shot from base,5.098999
2,20.25,26.25,FIOB,20,,1,38,,5.118999
2,20.25,27.75,SYFR,36,,1,42,,5.089
2,20.25,29.25,FLAU,11,,1,26,,5.064
2,21.75,0.75,FIOB,27,,0,NA,,5.177999
2,21.75,2.25,NOLO,29,,0,NA,,5.17
2,21.75,3.75,SYFR,11,,0,NA,,5.201
2,21.75,5.25,ARTR,35,,0,NA,,5.239999
2,21.75,6.75,FIVI,65,,1,1,top dead and re-shot from base,5.228
2,21.75,8.25,CUAN,18,,1,1,top dead and re-shot from base,5.185999
2,21.75,9.75,ARTR,50,,1,58,,5.09
2,21.75,11.25,TOTE,49,,0,NA,,5.109
2,21.75,12.75,SYAU,11,,1,29,,5.067999
2,21.75,14.25,NOLO,23,,1,39,,5.072999
2,21.75,15.75,FIVI,56,,1,40,snapped top and reshot from base,5.013
2,21.75,17.25,MEBR,15,,1,66,,5.020999
2,21.75,18.75,ARTR,39,,1,65,,5.032
2,21.75,20.25,SYSM,14,,1,52,,5.019
2,21.75,21.75,DIFA,30,,1,31,,5.111999
2,21.75,23.25,STBR,20,,1,58,,5.080999
2,21.75,24.75,CRTR,29,,1,39,,5.077
2,21.75,26.25,SYFR,9,,0,NA,,5.060999
2,21.75,27.75,SYFR,9,,0,NA,,5.107999
2,21.75,29.25,FIOB,18,,1,42,,5.131999
2,23.25,0.75,ARTR,38,,1,56,,5.202
2,23.25,2.25,ARTR,48,,1,67,,5.191999
2,23.25,3.75,TOTE,42,,1,1,top dead and re-shot from base,5.223
2,23.25,5.25,CUAN,14,,1,36,,5.219999
2,23.25,6.75,ARTR,42,,1,62,,5.139999
2,23.25,8.25,DIFA,38,,1,39,,5.046
2,23.25,9.75,NOLO,31,,1,54,,5.100999
2,23.25,11.25,FIOB,22,,1,25,,5.051
2,23.25,12.75,SYSM,9,,1,35,,5.026999
2,23.25,14.25,FIOB,16,,1,32,,4.989999
2,23.25,15.75,FLAU,9,,1,17,,5.032999
2,23.25,17.25,FIOB,16,,1,23,,5.026
2,23.25,18.75,CRTR,29,,1,37,,5.031
2,23.25,20.25,CRTR,30,,1,43,,5.052999
2,23.25,21.75,FIVI,66,,1,99,,4.98
2,23.25,23.25,CUAN,14,,1,1,top dead and re-shot from base,5.111999
2,23.25,24.75,ARTR,45,,0,NA,,5.127999
2,23.25,26.25,FLAU,11,,1,19,,5.138999
2,23.25,27.75,SYFR,28,,1,37,,5.152999
2,23.25,29.25,ACLA,20,,1,23,leaning,5.138999
2,24.75,0.75,FIVI,17,FIOB replaced with FIVI on 21/11/16,0,NA,,5.197
2,24.75,2.25,TOTE,35,,1,1,top dead and re-shot from base,5.208
2,24.75,3.75,MEBR,24,,1,115,,5.219999
2,24.75,5.25,CRTR,17,,1,39,,5.190999
2,24.75,6.75,TOTE,38,,0,NA,,5.048999
2,24.75,8.25,ARTR,28,,0,NA,,5.103
2,24.75,9.75,CRTR,25,,1,30,,5.058
2,24.75,11.25,CUAN,18,,0,NA,,5.031
2,24.75,12.75,SYFR,23,,0,NA,,5.066999
2,24.75,14.25,MEBR,22,,1,61,,5.031
2,24.75,15.75,SYSM,12,,0,NA,,5.033999
2,24.75,17.25,DIFA,32,,1,51,,5.032999
2,24.75,18.75,DIFA,44,,1,54,,5.013
2,24.75,20.25,SYFR,13,,0,NA,,5.060999
2,24.75,21.75,SYFR,11,,0,NA,,5.07
2,24.75,23.25,MEBR,19,,1,98,,5.060999
2,24.75,24.75,SYSM,9,,0,NA,,5.096
2,24.75,26.25,MEBR,24,,1,56,,5.099999
2,24.75,27.75,FIOB,43,,1,37,top dead and re-shot from base,5.071
2,24.75,29.25,ARTR,36,,1,56,,5.094999
2,26.25,0.75,SYAU,7,,0,NA,,5.184
2,26.25,2.25,ARTR,42,,0,NA,,5.172999
2,26.25,3.75,FLAU,7,,1,12,,5.129
2,26.25,5.25,CRTR,24,,1,32,,5.143
2,26.25,6.75,FLAU,12,,1,10,,5.045
2,26.25,8.25,CUAN,13,,1,19,,5.027999
2,26.25,9.75,FIVI,61,,1,48,snapped top,5.002999
2,26.25,11.25,FIOB,17,,1,47,,5.073999
2,26.25,12.75,ARTR,43,,0,NA,,5.060999
2,26.25,14.25,CUAN,13,,1,16,,5.054999
2,26.25,15.75,FIOB,16,,1,40,,5.015999
2,26.25,17.25,DRDE,10,,1,11,snapped top,4.965
2,26.25,18.75,STBR,21,,1,65,,5.092
2,26.25,20.25,FIVI,51,,1,2,top dead and re-shot from base,5.038
2,26.25,21.75,TOTE,33,,0,NA,,5.157
2,26.25,23.25,TOTE,39,,1,1,top dead and re-shot from base,5.085
2,26.25,24.75,FIVI,52,,1,6,top dead and re-shot from base,5.053999
2,26.25,26.25,FLAU,6,,1,10,,5.105999
2,26.25,27.75,DRDE,28,,1,36,,5.111
2,26.25,29.25,SYAU,8,,1,19,,5.093999
2,27.75,0.75,DRDE,10,,1,14,,5.13
2,27.75,2.25,STBR,17,,0,NA,,5.097
2,27.75,3.75,CRTR,15,,1,21,,5.114999
2,27.75,5.25,FLAU,12,,1,31,,5.066999
2,27.75,6.75,FIVI,54,,1,51,,5.092999
2,27.75,8.25,FLAU,6,,1,16,,5.014999
2,27.75,9.75,SYAU,14,,0,NA,,4.995999
2,27.75,11.25,STBR,19,,1,79,,4.980999
2,27.75,12.75,TOTE,31,,1,1,top dead and re-shot from base,5.094999
2,27.75,14.25,FLAU,7,,1,36,,4.986
2,27.75,15.75,MEBR,24,,1,120,,5.092999
2,27.75,17.25,NOLO,24,,1,43,,5.007999
2,27.75,18.75,FLAU,9,,1,12,,5.051
2,27.75,20.25,FLAU,9,,1,23,,5.034999
2,27.75,21.75,CRTR,11,,1,21,,5.093999
2,27.75,23.25,SYSM,14,,1,26,,5.104
2,27.75,24.75,FIVI,48,FIOB replaced with FIVI on 21/11/16,1,63,,5.074999
2,27.75,26.25,FLAU,9,,1,23,,5.03
2,27.75,27.75,FLAU,12,,0,NA,,5.079999
2,27.75,29.25,SYAU,14,,1,55,,5.012
2,29.25,0.75,STBR,18,,1,1,top dead and re-shot from base,5.093999
2,29.25,2.25,STBR,20,,1,38,,5.061999
2,29.25,3.75,STBR,21,,1,41,,5.060999
2,29.25,5.25,FIOB,18,,1,39,,5.079
2,29.25,6.75,ARTR,45,,1,46,snapped top,5.017
2,29.25,8.25,FIOB,23,,1,52,,5.052999
2,29.25,9.75,SYFR,18,,0,NA,,5.040999
2,29.25,11.25,DIFA,30,,1,37,,4.987999
2,29.25,12.75,CRTR,22,,1,38,,5.014999
2,29.25,14.25,STBR,22,,1,1,top dead and re-shot from base,5.006999
2,29.25,15.75,CUAN,13,,0,NA,,5.073999
2,29.25,17.25,CUAN,14,,1,52,,5.024
2,29.25,18.75,FIVI,46,lean,1,58,,5.040999
2,29.25,20.25,CUAN,13,,1,36,,5.080999
2,29.25,21.75,MEBR,19,,1,72,,5.01
2,29.25,23.25,CRTR,24,,0,NA,,4.960999
2,29.25,24.75,MEBR,15,,1,77,,5.059
2,29.25,26.25,TOTE,26,,1,1,top dead and re-shot from base,5.041999
2,29.25,27.75,ARTR,45,,1,51,,4.982999
2,29.25,29.25,DIFA,39,,1,48,,4.969999
3,0.75,0.75,SYAU,10,,1,7,snapped top,5.309999
3,0.75,2.25,JAPS,NA,,1,15,,5.306
3,0.75,3.75,FICO,15,,1,46,,5.239999
3,0.75,5.25,TOCI,9,,1,45,,5.287
3,0.75,6.75,ACLE,18,,1,149,,5.223999
3,0.75,8.25,GLFE,11,,1,23,leaning,5.25
3,0.75,9.75,GLFE,8,,0,NA,,5.192999
3,0.75,11.25,GLFE,7,,0,NA,,5.26
3,0.75,12.75,STBR,30,,1,1,top dead and re-shot from base,5.155
3,0.75,14.25,ALEX,3,,0,NA,,5.221
3,0.75,15.75,ALEX,6,,1,86,,5.191999
3,0.75,17.25,TRTO,16,,1,113,,5.13
3,0.75,18.75,GUSE,6,,0,NA,,5.019999
3,0.75,20.25,TRTO,17,,1,85,,5.111
3,0.75,21.75,TRTO,12,,0,NA,,5.026
3,0.75,23.25,TRTO,13,,1,95,,5.037
3,0.75,24.75,CRTR,13,,0,NA,,5.064
3,0.75,26.25,TOTE,65,,1,1,top dead and re-shot from base,5.011
3,0.75,27.75,GLFE,13,,0,NA,,4.956999
3,0.75,29.25,TRTO,6,,1,97,,4.991
3,2.25,0.75,CRTR,23,,1,29,,5.272999
3,2.25,2.25,ACLE,14,,1,140,,5.290999
3,2.25,3.75,JAPS,NA,,1,20,,5.237999
3,2.25,5.25,GUSE,16,,1,19,,5.276
3,2.25,6.75,JAPS,NA,,1,20,,5.297999
3,2.25,8.25,GUSE,12,,1,24,,5.202
3,2.25,9.75,SYAU,16,,0,NA,,5.166999
3,2.25,11.25,ALEX,8,,1,41,,5.230999
3,2.25,12.75,DIFA,32,,0,NA,,5.149
3,2.25,14.25,GLFE,9,,1,20,leaning,5.144
3,2.25,15.75,FIVI,25,FIOB replaced with FIVI on 21/11/16,1,83,,5.118999
3,2.25,17.25,TRTO,17,,1,79,,5.129
3,2.25,18.75,TOCI,13,,0,NA,,5.022999
3,2.25,20.25,FICO,14,,0,NA,,5.065
3,2.25,21.75,FICO,17,,0,NA,,5.047999
3,2.25,23.25,JAPS,NA,,1,18,,4.945
3,2.25,24.75,ALEX,8,,0,NA,,4.997
3,2.25,26.25,GLFE,9,,1,30,,4.982999
3,2.25,27.75,TOCI,16,,0,NA,,4.94
3,2.25,29.25,GLFE,10,,0,NA,,4.907999
3,3.75,0.75,GUSE,6,,0,NA,,5.388999
3,3.75,2.25,TOCI,13,,0,NA,,5.270999
3,3.75,3.75,JAPS,NA,,1,25,,5.288
3,3.75,5.25,CUAN,18,,1,33,,5.288
3,3.75,6.75,SYFR,51,,0,NA,,5.219999
3,3.75,8.25,FIVI,56,,0,NA,,5.142
3,3.75,9.75,GLFE,14,,0,NA,,5.166999
3,3.75,11.25,JAPS,NA,,1,16,,5.28
3,3.75,12.75,FIVI,32,,0,NA,,5.244999
3,3.75,14.25,SYAU,16,,0,NA,,5.193999
3,3.75,15.75,TOCI,14,,0,NA,,5.151999
3,3.75,17.25,TRTO,7,,1,123,,5.104
3,3.75,18.75,GUSE,22,,1,44,,5.052
3,3.75,20.25,ACLE,16,,1,130,,5.013
3,3.75,21.75,GUSE,9,,0,NA,,5.018
3,3.75,23.25,GLFE,17,,1,49,,4.967999
3,3.75,24.75,GUSE,9,,1,19,,4.987999
3,3.75,26.25,ALEX,10,,1,33,,4.977
3,3.75,27.75,GLFE,8,,0,NA,,4.936999
3,3.75,29.25,SYFR,57,,0,NA,,4.932
3,5.25,0.75,SYFR,57,,0,NA,,5.364999
3,5.25,2.25,ACLE,14,,1,92,,5.328
3,5.25,3.75,FICO,12,,0,NA,,5.272999
3,5.25,5.25,JAPS,NA,,1,12,,5.198999
3,5.25,6.75,JAPS,NA,,1,18,,5.192999
3,5.25,8.25,SYAU,17,,0,NA,,5.193999
3,5.25,9.75,TOCI,12,,0,NA,,5.153999
3,5.25,11.25,FICO,14,,0,NA,,5.135
3,5.25,12.75,GUSE,7,,0,NA,,5.166999
3,5.25,14.25,TOCI,13,,0,NA,,5.206999
3,5.25,15.75,TOCI,12,,0,NA,,5.122
3,5.25,17.25,TRTO,12,,0,NA,,5.087999
3,5.25,18.75,TRTO,14,,1,47,,5.046
3,5.25,20.25,TRTO,10,,0,NA,,5.083
3,5.25,21.75,FIVI,51,,1,15,top dead and re-shot from base,5.063
3,5.25,23.25,ALEX,10,,0,NA,,4.988999
3,5.25,24.75,TOCI,17,,0,NA,,4.973999
3,5.25,26.25,SYAU,7,,0,NA,,4.932
3,5.25,27.75,TRTO,10,,0,NA,,4.96
3,5.25,29.25,FIVI,54,,0,NA,,4.934
3,6.75,0.75,JAPS,NA,,1,12,,5.361
3,6.75,2.25,GUSE,12,,0,NA,,5.337999
3,6.75,3.75,STBR,27,,1,25,snapped top,5.329999
3,6.75,5.25,SYFR,57,,0,NA,,5.272999
3,6.75,6.75,FICO,13,,1,63,,5.241
3,6.75,8.25,TOCI,8,,0,NA,,5.251999
3,6.75,9.75,ACLE,14,,1,134,,5.153999
3,6.75,11.25,SYFR,52,,0,NA,,5.132999
3,6.75,12.75,GUSE,11,,0,NA,,5.143
3,6.75,14.25,JAPS,NA,,1,14,,5.15
3,6.75,15.75,TOCI,17,,1,47,,5.157999
3,6.75,17.25,GLFE,12,,1,35,,5.09
3,6.75,18.75,TOTE,49,,0,NA,,5.133999
3,6.75,20.25,ACLE,15,,1,97,,5.159999
3,6.75,21.75,SYAU,16,,1,19,,5.153999
3,6.75,23.25,JAPS,NA,,1,15,,5.067999
3,6.75,24.75,SYFR,52,,0,NA,,4.981999
3,6.75,26.25,GUSE,7,,0,NA,,4.933
3,6.75,27.75,CUAN,13,,0,NA,,4.923999
3,6.75,29.25,GUSE,16,,1,37,,4.915999
3,8.25,0.75,DIFA,39,,0,NA,,5.414999
3,8.25,2.25,GUSE,10,,0,NA,,5.368
3,8.25,3.75,TRTO,13,,0,NA,,5.368
3,8.25,5.25,SYFR,53,,0,NA,,5.261
3,8.25,6.75,GUSE,10,,0,NA,,5.271999
3,8.25,8.25,ALEX,11,,0,NA,,5.219999
3,8.25,9.75,SYAU,21,,1,32,,5.225999
3,8.25,11.25,FIVI,56,,0,NA,,5.206999
3,8.25,12.75,GLFE,14,,0,NA,,5.209
3,8.25,14.25,JAPS,NA,,1,30,,5.165999
3,8.25,15.75,TRTO,17,,0,NA,,5.158999
3,8.25,17.25,CRTR,17,,0,NA,,5.138999
3,8.25,18.75,ACLE,22,,1,159,,5.184
3,8.25,20.25,STBR,15,,0,NA,,5.181
3,8.25,21.75,GUSE,6,,0,NA,,5.149
3,8.25,23.25,ACLE,28,,0,NA,,5.147999
3,8.25,24.75,CUAN,13,,0,NA,,5.032999
3,8.25,26.25,TOCI,8,,0,NA,,5.001999
3,8.25,27.75,CRTR,26,,0,NA,,4.931
3,8.25,29.25,TRTO,23,,0,NA,,4.921999
3,9.75,0.75,GLFE,11,,0,NA,,5.407999
3,9.75,2.25,SYFR,51,,0,NA,,5.3
3,9.75,3.75,GLFE,24,,1,81,,5.322
3,9.75,5.25,JAPS,NA,,1,20,,5.393
3,9.75,6.75,FICO,8,,0,NA,,5.289999
3,9.75,8.25,ALEX,9,,1,78,,5.225999
3,9.75,9.75,GUSE,9,,0,NA,,5.216
3,9.75,11.25,TOCI,17,,0,NA,,5.236
3,9.75,12.75,CRTR,32,,0,NA,,5.192999
3,9.75,14.25,CUAN,12,,1,39,,5.193999
3,9.75,15.75,SYAU,15,,1,46,,5.209
3,9.75,17.25,STBR,47,,0,NA,,5.23
3,9.75,18.75,JAPS,NA,,1,20,,5.157999
3,9.75,20.25,JAPS,NA,,1,10,,5.165999
3,9.75,21.75,DIFA,41,,0,NA,,5.143
3,9.75,23.25,TRTO,15,,1,131,,5.125
3,9.75,24.75,TOCI,15,,0,NA,,5.067999
3,9.75,26.25,FICO,17,,1,34,,4.967999
3,9.75,27.75,SYAU,14,,0,NA,,4.989999
3,9.75,29.25,GLFE,8,,0,NA,,4.951
3,11.25,0.75,ACLE,13,,1,140,,5.366
3,11.25,2.25,STBR,38,,0,NA,,5.296999
3,11.25,3.75,JAPS,NA,,1,23,,5.304999
3,11.25,5.25,ALEX,12,,1,55,,5.363999
3,11.25,6.75,FICO,12,,1,37,,5.229
3,11.25,8.25,TOCI,14,,0,NA,,5.234
3,11.25,9.75,GUSE,12,,0,NA,,5.32
3,11.25,11.25,TOCI,13,,0,NA,,5.26
3,11.25,12.75,TOCI,14,,0,NA,,5.313
3,11.25,14.25,GUSE,11,,0,NA,,5.223
3,11.25,15.75,ALEX,5,,1,50,,5.206999
3,11.25,17.25,ACLE,26,,1,146,,5.242
3,11.25,18.75,FICO,12,,1,61,,5.245999
3,11.25,20.25,TRTO,19,,1,127,,5.184999
3,11.25,21.75,FICO,21,,0,NA,,5.168
3,11.25,23.25,GLFE,14,,0,NA,,5.171999
3,11.25,24.75,ALEX,9,,1,49,,5.091
3,11.25,26.25,FICO,17,,0,NA,,5.054999
3,11.25,27.75,TOCI,13,,0,NA,,5.139999
3,11.25,29.25,TRTO,6,,0,NA,,5.014999
3,12.75,0.75,JAPS,NA,,1,15,,5.34
3,12.75,2.25,ACLE,17,,1,115,,5.376999
3,12.75,3.75,ALEX,6,,0,NA,,5.344999
3,12.75,5.25,TRTO,22,,0,NA,,5.285999
